Title,URL,Deadline,Call For,Opportunity Status,Estimated Funding,Source,Year
NIDCR Small Research Grants for Oral Health Data Analysis and Statistical Methodology Development (R03 Clinical Trial Not Allowed),https://www.grants.gov/search-results-detail/357623,2025-09-07,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2025
Alzheimer&rsquo;s Research Program Transforming Research Award,https://www.grants.gov/search-results-detail/358725,2025-08-29,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2025
Alzheimer&rsquo;s Research Program Transforming Diagnosis Award,https://www.grants.gov/search-results-detail/358722,2025-08-29,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2025
"DoD Rare Cancers, Idea Development Award",https://www.grants.gov/search-results-detail/358794,2025-10-06,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2025
"DoD Rare Cancers, Concept Award",https://www.grants.gov/search-results-detail/358793,2025-08-26,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2025
Science and Technology Studies,https://www.grants.gov/search-results-detail/343285,2025-08-04,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2025
Mathematical Foundations of Artificial Intelligence,https://www.grants.gov/search-results-detail/353936,2025-10-10,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2025
Advanced Technologies and Instrumentation for the Astronomical Sciences,https://www.grants.gov/search-results-detail/343166,2025-11-17,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2025
Mathematical Sciences Research Institutes,https://www.grants.gov/search-results-detail/349343,2029-03-14,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2029
Neutralization In Challenging Environments Using Lethal Effects (NICELE),https://www.grants.gov/search-results-detail/357671,2025-06-09,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2025
"Office of Elementary and Secondary Education (OESE): Expanding Opportunity Through Quality Charter Schools Program (CSP)--Grants to State Entities (State Entity Grants), Assistance Listing Number 84.282A",https://www.grants.gov/search-results-detail/358876,2025-06-09,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2025
"DoD Peer Reviewed Medical Research Program, Technology/Therapeutic Development Award",https://www.grants.gov/search-results-detail/358887,2025-07-21,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2025
"Office of Elementary and Secondary Education (OESE): Expanding Opportunity Through Quality Charter Schools Program (CSP)&mdash;State Charter School Facilities Incentive Grant (SFIG) Program, Assistance Listing Number (ALN) 84.282D",https://www.grants.gov/search-results-detail/358878,2025-07-08,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2025
Economics,https://www.grants.gov/search-results-detail/348164,2025-08-18,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2025
"Science of Science: Discovery, Communication and Impact",https://www.grants.gov/search-results-detail/358882,2025-09-09,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2025
"DoD Peer Reviewed Medical Research Program, Clinical Trial Award",https://www.grants.gov/search-results-detail/358888,2025-07-21,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2025
NSF Trailblazer Engineering Impact Award (Trailblazer),https://www.grants.gov/search-results-detail/356244,2025-06-02,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2025
Plant Biotic Interactions,https://www.grants.gov/search-results-detail/327047,Not specified,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),Not specified
Opportunities for Promoting Understanding through Synthesis,https://www.grants.gov/search-results-detail/339659,Not specified,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),Not specified
EHR Core Research: Building Capacity in STEM Education Research (ECR: BCSER),https://www.grants.gov/search-results-detail/337130,2026-02-27,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2026
Historically Black Colleges and Universities - Undergraduate Program,https://www.grants.gov/search-results-detail/347022,2025-10-07,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2025
ECosystem for Leading Innovation in Plasma Science and Engineering,https://www.grants.gov/search-results-detail/351715,2025-08-12,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2025
U.S. Mission New Zealand Annual Program Statement,https://www.grants.gov/search-results-detail/357726,2025-08-01,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2025
Statement of Interest (SOI) Annual Program Statement,https://www.grants.gov/search-results-detail/358791,2025-09-30,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2025
Collaborative Research in Computational Neuroscience,https://www.grants.gov/search-results-detail/351418,2025-11-12,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2025
Future Manufacturing,https://www.grants.gov/search-results-detail/351760,2025-06-18,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2025
Research Interests of the Air Force Office of Scientific Research,https://www.grants.gov/search-results-detail/359050,2028-05-18,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2028
NDEP STEM Open NFO,https://www.grants.gov/search-results-detail/345938,2028-02-08,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2028
"DoD Prostate Cancer, Clinical Consortium Award",https://www.grants.gov/search-results-detail/359060,2025-08-29,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2025
"DoD Prostate Cancer, Idea Development Award",https://www.grants.gov/search-results-detail/358988,2025-08-29,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2025
Geoinformatics,https://www.grants.gov/search-results-detail/348347,2025-12-05,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2025
Arctic Research Opportunities,https://www.grants.gov/search-results-detail/349724,2025-07-15,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2025
Atmospheric and Geospace Sciences Postdoctoral Research Fellowships,https://www.grants.gov/search-results-detail/343875,Not specified,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),Not specified
Earth Sciences Postdoctoral Fellowships,https://www.grants.gov/search-results-detail/356626,2025-10-29,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2025
Research Training Groups in the Mathematical Sciences,https://www.grants.gov/search-results-detail/353962,2025-08-12,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2025
Facility and Instrumentation Request Process,https://www.grants.gov/search-results-detail/349109,Not specified,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),Not specified
Verticals-enabling Intelligent Network Systems,https://www.grants.gov/search-results-detail/359057,2025-08-25,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2025
EPSCoR Research Infrastructure Improvement (RII): EPSCoR Research Fellows,https://www.grants.gov/search-results-detail/351923,2026-04-14,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2026
Centers of Research Excellence in Science and Technology - Research Infrastructure for Science and Engineering,https://www.grants.gov/search-results-detail/359061,2025-08-01,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2025
Broad Agency Announcement (BAA) Call N0001425SBC03 For Office of Naval Research (ONR) Global Opportunity: GlobalX Innovation Joint Challenge: AI for Advancing Maritime Security,https://www.grants.gov/search-results-detail/358680,Not specified,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),Not specified
Ruth L. Kirschstein National Research Service Award (NRSA) Institutional Research Training Grant (Parent T32),https://www.grants.gov/search-results-detail/357140,2028-05-04,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2028
Foundations for Digital Twins as Catalyzers of Biomedical Technological Innovation,https://www.grants.gov/search-results-detail/353135,2026-05-04,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2026
Instrumentation Grant Program for Resource-Limited Institutions (S10 - Clinical Trial Not Allowed),https://www.grants.gov/search-results-detail/347052,2025-07-03,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2025
Emerging Mathematics in Biology,https://www.grants.gov/search-results-detail/357047,2026-03-02,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2026
NSF National Quantum Virtual Laboratory - Quantum Testbeds,https://www.grants.gov/search-results-detail/355196,2026-04-07,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2026
Measurement Science and Engineering (MSE) Research Grant Programs,https://www.grants.gov/search-results-detail/358955,Not specified,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),Not specified
Empowered Parents In Charge (EPIC),https://www.grants.gov/search-results-detail/358947,2025-07-14,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2025
NCI Clinical and Translational Exploratory/Developmental Studies (R21 Clinical Trial Optional),https://www.grants.gov/search-results-detail/356950,2025-09-07,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2025
Department of Defense Research and Education Program for Historically Black Colleges and Universities and Minority-Serving Institutions (HBCU/MI),https://www.grants.gov/search-results-detail/355730,2029-07-31,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2029
"Office of Elementary and Secondary Education (OESE): Charter Schools Program (CSP): CSP Developer Grants for the Replication and Expansion of High-Quality Charter Schools, Assistance Listing Number 84.282E",https://www.grants.gov/search-results-detail/358986,2025-06-30,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2025
"Office of Elementary and Secondary Education (OESE): Charter Schools Program (CSP): CSP Developer Grants for The Opening of New Charter Schools, Assistance Listing Number 84.282B",https://www.grants.gov/search-results-detail/358985,2025-06-30,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2025
"Office of Elementary and Secondary Education (OESE): Charter Schools Program (CSP)- Model Development and Dissemination Grants, Assistance Listing Number (ALN) 84.282G",https://www.grants.gov/search-results-detail/358990,2025-07-14,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2025
"Office of Elementary and Secondary Education (OESE): Charter Schools Program (CSP): Grants for Credit Enhancement for Charter School Facilities (Credit Enhancement), Assistance Listing Number 84.354A",https://www.grants.gov/search-results-detail/358989,2025-06-25,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2025
FY 2025 Competitive Grant Solicitation Anti-Doping Activities,https://www.grants.gov/search-results-detail/359018,2025-06-20,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2025
"Hispanic-Serving Institutions: Enriching Learning, Programs, and Student Experiences",https://www.grants.gov/search-results-detail/352562,2026-02-11,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2026
EPSCoR Centers of Research Excellence in Science and Technology,https://www.grants.gov/search-results-detail/354338,2025-07-07,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2025
DoD Cyber Service Academy (DoD CSA),https://www.grants.gov/search-results-detail/358380,2025-06-06,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2025
Intervention Research to Improve Native American Health (R34 Clinical Trial Optional),https://www.grants.gov/search-results-detail/358373,2027-01-07,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2027
Intervention Research to Improve Native American Health (R01 Clinical Trial Optional),https://www.grants.gov/search-results-detail/358375,2027-01-07,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2027
Marine Geology and Geophysics,https://www.grants.gov/search-results-detail/295449,Not specified,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),Not specified
EPSCoR Research Infrastructure Improvement Program: EPSCoR Research Incubators for STEM Excellence,https://www.grants.gov/search-results-detail/357724,2025-08-12,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2025
Established Program to Stimulate Competitive Research (EPSCoR):  Workshop Opportunities,https://www.grants.gov/search-results-detail/352339,Not specified,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),Not specified
Geosciences Open Science Ecosystem,https://www.grants.gov/search-results-detail/356944,2025-11-14,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2025
EPSCoR Research Infrastructure Improvement Program: Focused EPSCoR Collaborations Program (FEC),https://www.grants.gov/search-results-detail/354269,2026-01-27,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2026
Antarctic Research Requiring U.S. Antarctic Program (USAP) Support for Fieldwork,https://www.grants.gov/search-results-detail/357893,2025-06-02,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2025
EPSCoR Research Infrastructure Improvement Program: EPSCoR Collaborations for Optimizing Research Ecosystems,https://www.grants.gov/search-results-detail/357725,2025-07-15,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2025
Training-based Workforce Development for Advanced Cyberinfrastructure  (CyberTraining),https://www.grants.gov/search-results-detail/344608,2026-01-15,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2026
Antarctic Research Not Requiring U.S. Antarctic Program (USAP) Field Support,https://www.grants.gov/search-results-detail/357826,2025-06-02,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2025
"DOD Peer Reviewed Cancer, Impact Award",https://www.grants.gov/search-results-detail/359098,2025-09-25,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2025
"DOD Peer Reviewed Cancer, Clinical Trial Award",https://www.grants.gov/search-results-detail/359096,2025-09-25,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2025
"DOD Peer Reviewed Cancer, Career Development Award &ndash; Fellow and Resident Option",https://www.grants.gov/search-results-detail/359094,2025-07-03,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2025
"DOD Peer Reviewed Cancer, Career Development Award &ndash; Scholar Option",https://www.grants.gov/search-results-detail/359095,2025-07-03,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2025
"DOD Peer Reviewed Cancer, Idea Award",https://www.grants.gov/search-results-detail/359097,2025-09-25,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2025
Resource-Related Research Projects for Development of Animal Models and Related Materials (R24 Clinical Trials Not-Allowed),https://www.grants.gov/search-results-detail/343426,2025-09-25,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2025
Single-Site Investigator-Initiated Clinical Trials (R61/R33 Clinical Trial Required),https://www.grants.gov/search-results-detail/357659,2026-01-11,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2026
NIA Program Project Applications (P01 Clinical Trial Optional),https://www.grants.gov/search-results-detail/338649,2026-01-07,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2026
Office of Elementary and Secondary Education (OESE): Charter Schools Program (CSP): Grants to Charter Management Organizations for the Replication and Expansion of High-Quality Charter Schools Assistance Listing Number 84.282M,https://www.grants.gov/search-results-detail/358965,2025-06-18,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2025
Translation and Diffusion,https://www.grants.gov/search-results-detail/357894,2026-02-04,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2026
NSF's Eddie Bernice Johnson Inclusion across the Nation of Communities of Learners of Underrepresented Discoverers in Engineering and Science (INCLUDES) Initiative,https://www.grants.gov/search-results-detail/359103,2025-10-28,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2025
Louis Stokes Alliances for Minority Participation,https://www.grants.gov/search-results-detail/359104,2025-11-21,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2025
Infrastructure Innovation for Biological Research,https://www.grants.gov/search-results-detail/347680,Not specified,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),Not specified
Transitions to Excellence in Molecular and Cellular Biosciences Research,https://www.grants.gov/search-results-detail/329329,Not specified,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),Not specified
Mid-Career Advancement,https://www.grants.gov/search-results-detail/341086,2026-03-02,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2026
Long Term Research in Environmental Biology,https://www.grants.gov/search-results-detail/330296,Not specified,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),Not specified
EDU Core Research,https://www.grants.gov/search-results-detail/333831,2025-10-02,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2025
Infrastructure Capacity for Biological Research,https://www.grants.gov/search-results-detail/347679,Not specified,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),Not specified
"DoD Melanoma, Focused Program Award &ndash; Rare Melanomas",https://www.grants.gov/search-results-detail/358950,2025-10-01,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2025
"DoD Melanoma, Melanoma Academy Scholar Award",https://www.grants.gov/search-results-detail/358952,2025-10-01,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2025
"DoD Melanoma, Idea Award",https://www.grants.gov/search-results-detail/358951,2025-10-01,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2025
"Quantum Characterization, Calibration, and Control (QC3)",https://www.grants.gov/search-results-detail/359106,2025-08-07,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2025
"DOD Amyotrophic Lateral Sclerosis, Pilot Clinical Trial Award",https://www.grants.gov/search-results-detail/358723,2025-08-27,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2025
"DOD Amyotrophic Lateral Sclerosis, Clinical Outcomes and Biomarkers Award",https://www.grants.gov/search-results-detail/358720,2025-08-27,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2025
"DOD Amyotrophic Lateral Sclerosis, Therapeutic Idea Award",https://www.grants.gov/search-results-detail/358726,2025-08-27,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2025
"DOD Duchenne Muscular Dystrophy, Idea Development Award",https://www.grants.gov/search-results-detail/358801,2025-08-08,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2025
"DOD Amyotrophic Lateral Sclerosis, Therapeutic Development Award",https://www.grants.gov/search-results-detail/358724,2025-08-27,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2025
"DOD Duchenne Muscular Dystrophy, Clinical/Translational Research Award",https://www.grants.gov/search-results-detail/358798,2025-08-08,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2025
"DoD Melanoma, Survivorship Research Award",https://www.grants.gov/search-results-detail/358948,2025-10-01,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2025
"DoD Melanoma, Team Science Award",https://www.grants.gov/search-results-detail/358949,2025-10-01,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2025
DoD Breast Cancer Clinical Research Extension Award,https://www.grants.gov/search-results-detail/358732,2025-06-27,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2025
DoD Breast Cancer Breakthrough Award Level 3,https://www.grants.gov/search-results-detail/358731,2025-09-10,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2025
DoD Breast Cancer Era of Hope Scholar Award,https://www.grants.gov/search-results-detail/358730,2025-06-27,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2025
Boosting Innovative GEOINT - Science &amp; Technology  Broad Agency Announcement (BIG-ST BAA),https://www.grants.gov/search-results-detail/351404,2026-12-14,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2026
DoD Breast Cancer Breakthrough Award Levels 1 and 2,https://www.grants.gov/search-results-detail/358729,2025-06-27,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2025
Plant Genome Research Program,https://www.grants.gov/search-results-detail/352500,Not specified,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),Not specified
Historically Black Colleges and Universities - Excellence in Research,https://www.grants.gov/search-results-detail/348599,2025-10-21,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2025
Discovery Research PreK-12,https://www.grants.gov/search-results-detail/348414,2025-11-12,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2025
Division of Integrative Organismal Biology Core Programs,https://www.grants.gov/search-results-detail/352499,Not specified,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),Not specified
Robert Noyce Teacher Scholarship Program,https://www.grants.gov/search-results-detail/348012,2025-08-26,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2025
Division of Molecular and Cellular Biosciences Core Programs,https://www.grants.gov/search-results-detail/352338,Not specified,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),Not specified
Division of Environmental Biology,https://www.grants.gov/search-results-detail/352454,Not specified,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),Not specified
Designing Synthetic Cells Beyond the Bounds of Evolution,https://www.grants.gov/search-results-detail/350848,2026-02-02,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2026
