Title,URL,Deadline,Call For,Opportunity Status,Estimated Funding,Source,Year
"Animal Model, Tissue/Cell Harvesting, and Phenotyping Core",https://reporter.nih.gov/project-details/5P01HL077180-09,Not specified,Research Grant,Awarded,"$408,591.00",NIH RePORTER,2023
Nikon A1 MP+ Multiphoton Microscope for Deep Tissue Imaging,https://reporter.nih.gov/project-details/1S10OD018124-01A1,Not specified,Research Grant,Awarded,"$597,300.00",NIH RePORTER,2023
ULTRASENSITIVE NONISOTOPIC DETECTION OF RNA,https://reporter.nih.gov/project-details/2R44CA065202-02,Not specified,Research Grant,Awarded,"$400,498.00",NIH RePORTER,2023
Mech of Brevetoxin- Induced Bronchial & Nasal Resp in Allergic & Non-Allergic,https://reporter.nih.gov/project-details/2P01ES010594-06A1,Not specified,Research Grant,Awarded,"$214,004.00",NIH RePORTER,2023
Mechanisms of brevetoxin induced bronchial & nasal response in airways,https://reporter.nih.gov/project-details/5P01ES010594-04,Not specified,Research Grant,Awarded,"$179,092.00",NIH RePORTER,2023
TRANSDERMAL DELIVERY OF CLONAZEPAM,https://reporter.nih.gov/project-details/N44NS072342-000,Not specified,Research Grant,Awarded,"$633,356.00",NIH RePORTER,2023
MECHANISMS OF LATE PHASE PULMONARY RESPONSES,https://reporter.nih.gov/project-details/5R01HL033897-05,Not specified,Research Grant,Awarded,"$158,598.00",NIH RePORTER,2023
ANIMAL RESEARCH IMPROVEMENT AWARD,https://reporter.nih.gov/project-details/1R24RR003778-01,Not specified,Research Grant,Awarded,"$52,631.00",NIH RePORTER,2023
DEVELOPING AND IMPROVING INSTITUTIONAL ANIMAL RESOURCE,https://reporter.nih.gov/project-details/1G20RR007949-01,Not specified,Research Grant,Awarded,"$91,240.00",NIH RePORTER,2023
HIGH SPEED CENTRIFUGE,https://reporter.nih.gov/project-details/1S15ES004498-01,Not specified,Research Grant,Awarded,"$8,760.00",NIH RePORTER,2023
"""MECHANISMS OF LATE PHASE PULMONARY RESPONSES""",https://reporter.nih.gov/project-details/2R01HL033897-04,Not specified,Research Grant,Awarded,"$146,926.00",NIH RePORTER,2023
ASCENDING MULTIDOSE CI PHARM STUDY VPA-985 PTS W/CHRONIC CONGESTIVE HEART FAILURE,https://reporter.nih.gov/project-details/3M01RR000051-37,Not specified,Research Grant,Awarded,"$31,399.00",NIH RePORTER,2023
HEMODYNAMIC AND HORMONAL CHANGES OF EARLY NORMAL HUMAN PREGNANCY,https://reporter.nih.gov/project-details/5M01RR000051-30,Not specified,Research Grant,Awarded,Not listed,NIH RePORTER,2023
INCREASED CARDIAC OUTPUT ON ANP RESISTANCE IN CARDIAC FAILURE,https://reporter.nih.gov/project-details/5M01RR000051-33,Not specified,Research Grant,Awarded,Not listed,NIH RePORTER,2023
ROLE OF HORMONES IN NA RETENTION OF PATIENTS WITH CONGESTIVE HEART FAILURE,https://reporter.nih.gov/project-details/2M01RR000051-28,Not specified,Research Grant,Awarded,Not listed,NIH RePORTER,2023
SAFETY AND TOLERANCE OF VPA-985 FOR PATIENTS WITH CONGESTIVE HEART FAILURE,https://reporter.nih.gov/project-details/2M01RR000051-36,Not specified,Research Grant,Awarded,"$26,481.00",NIH RePORTER,2023
SAFETY AND EFFECTIVENESS OF IV ADMINISTRATION OF TRK820 IN HYPONATREMIA/CHF PTS,https://reporter.nih.gov/project-details/3M01RR000051-37,Not specified,Research Grant,Awarded,"$31,399.00",NIH RePORTER,2023
NATRIURETIC PEPTIDES IN CONGESTIVE HEART FAILURE,https://reporter.nih.gov/project-details/5M01RR000051-34,Not specified,Research Grant,Awarded,Not listed,NIH RePORTER,2023
PHARMACOKINETICS OF OPC-41061,https://reporter.nih.gov/project-details/3M01RR000051-37,Not specified,Research Grant,Awarded,"$31,399.00",NIH RePORTER,2023
ACTION-A CHF TRIAL INVESTIGATING OUTCOMES OF EXERCISE,https://reporter.nih.gov/project-details/5U01HL066494-04,Not specified,Research Grant,Awarded,"$135,731.00",NIH RePORTER,2023
Impact of Low Flow Nocturnal Oxygen Therapy On Hospital Readmission/Mortalityin Patients with Heart Failure and Central Sleep Apneal (LOFT-HF),https://reporter.nih.gov/project-details/1UG3HL140144-01,Not specified,Research Grant,Awarded,"$742,108.00",NIH RePORTER,2023
Community Safeguard,https://reporter.nih.gov/project-details/5H79SP015794-04,Not specified,Research Grant,Awarded,Not listed,NIH RePORTER,2023
Capacity Building Assistance (CBA) to Improve the Delivery and Effectiveness,https://reporter.nih.gov/project-details/5U65PS223693-05,Not specified,Research Grant,Awarded,"$511,499.00",NIH RePORTER,2023
CBA (HIV) PREVENTION SERVICES FOR RACIAL/ETHNIC MINORITY POPULATIONS,https://reporter.nih.gov/project-details/3U65PS223693-05S1,Not specified,Research Grant,Awarded,"$69,617.00",NIH RePORTER,2023
Characterizing intact proviral HIV-1 reservoir size and determinants of reservoir dynamics in African populations,https://reporter.nih.gov/project-details/5U01AI152151-03,Not specified,Research Grant,Awarded,"$182,181.00",NIH RePORTER,2023
DRUG ABUSE--CARDIORESPIRATORY CONSEQUENCES,https://reporter.nih.gov/project-details/5F32DA005571-02,Not specified,Research Grant,Awarded,"$29,900.00",NIH RePORTER,2023
Innate Immune Responses of Trophoblasts in Pregnancy,https://reporter.nih.gov/project-details/5R01HD049446-07,Not specified,Research Grant,Awarded,"$352,307.00",NIH RePORTER,2023
Reproductive Immunology,https://reporter.nih.gov/project-details/5P01HD054713-04,Not specified,Research Grant,Awarded,"$208,400.00",NIH RePORTER,2023
Mechanisms regulating fetal membrane and neutrophil responses to polymicrobial infection,https://reporter.nih.gov/project-details/1R01AI121183-01A1,Not specified,Research Grant,Awarded,"$566,366.00",NIH RePORTER,2023
Mechanisms regulating fetal membrane and neutrophil responses to infection,https://reporter.nih.gov/project-details/1R56AI173289-01A1,Not specified,Research Grant,Awarded,"$404,000.00",NIH RePORTER,2023
Thrombin Effects on Decidual TLR Expression,https://reporter.nih.gov/project-details/5P01HD054713-04,Not specified,Research Grant,Awarded,"$212,116.00",NIH RePORTER,2023
Mechanisms and prevention of preterm birth in women exposed to antidepressants during pregnancy,https://reporter.nih.gov/project-details/1R21HD102174-01,Not specified,Research Grant,Awarded,"$251,250.00",NIH RePORTER,2023
RETARDED CHILDREN'S LANGUAGE UNDER BIMODAL INPUT,https://reporter.nih.gov/project-details/5R01HD019265-02,Not specified,Research Grant,Awarded,"$112,701.00",NIH RePORTER,2023
GENE EXPRESSION CRYTOSPORIDUM-INFECTED HOST CELLS,https://reporter.nih.gov/project-details/1R29AI035479-01,Not specified,Research Grant,Awarded,"$77,037.00",NIH RePORTER,2023
Host specificity of Cryptospordium gene expression,https://reporter.nih.gov/project-details/1R01AI065246-01A2,Not specified,Research Grant,Awarded,"$497,526.00",NIH RePORTER,2023
Purine salvage in Cryptosporidium parvum,https://reporter.nih.gov/project-details/1R21AI057216-01A1,Not specified,Research Grant,Awarded,"$222,750.00",NIH RePORTER,2023
CRYPTOSPORIDIUM PARVUM GENOME SEQUENCING PROJECT (MINN),https://reporter.nih.gov/project-details/5U01AI046397-03,Not specified,Research Grant,Awarded,"$751,590.00",NIH RePORTER,2023
"STRUCTURE, FUNCTION AND DEVELOPMENT OF THE JUXTAGLOMERULAR APPARATUS",https://reporter.nih.gov/project-details/5P50DK039258-05,Not specified,Research Grant,Awarded,Not listed,NIH RePORTER,2023
CORE--ELECTRON MICROSCOPY,https://reporter.nih.gov/project-details/2P30CA013148-26,Not specified,Research Grant,Awarded,"$213,619.00",NIH RePORTER,2023
LAMININ IN DEVELOPING GLOMERULAR BASEMENT MEMBRANES,https://reporter.nih.gov/project-details/5R37DK034972-17,Not specified,Research Grant,Awarded,"$230,028.00",NIH RePORTER,2023
LAMININ LOCALIZATION IN GLOMERULAR BASEMENT MEMBRANES,https://reporter.nih.gov/project-details/5R01DK034972-06,Not specified,Research Grant,Awarded,"$108,783.00",NIH RePORTER,2023
RECEPTOR/LIGAND SIGNALS FOR KIDNEY VASCULAR DEVELOPMENT,https://reporter.nih.gov/project-details/5R01DK052483-05,Not specified,Research Grant,Awarded,"$256,756.00",NIH RePORTER,2023
KANSAS U COBRE HIGH RESOLUTION IMAGING CORE,https://reporter.nih.gov/project-details/5P20RR024214-04,Not specified,Research Grant,Awarded,"$101,216.00",NIH RePORTER,2023
Core D: Imaging & EMRL Core,https://reporter.nih.gov/project-details/5P30GM122731-03,Not specified,Research Grant,Awarded,"$181,340.00",NIH RePORTER,2023
Molecular Regulation of Cell Development and Differentiation,https://reporter.nih.gov/project-details/9P20GM104936-06,Not specified,Research Grant,Awarded,"$2,204,882.00",NIH RePORTER,2023
High Resolution Imaging,https://reporter.nih.gov/project-details/9P20GM104936-06,Not specified,Research Grant,Awarded,"$120,243.00",NIH RePORTER,2023
Core A: Administration Core,https://reporter.nih.gov/project-details/5P30GM122731-02,Not specified,Research Grant,Awarded,"$251,420.00",NIH RePORTER,2023
"TYPE IV COLLAGEN, LAMININS, AND INTEGRINS IN NORMAL AND DISEASED GLOMERULI",https://reporter.nih.gov/project-details/5P01DK065123-11,Not specified,Research Grant,Awarded,"$341,939.00",NIH RePORTER,2023
Molecular Regulation of Cell Development and Differentiation Phase III COBRE,https://reporter.nih.gov/project-details/5P30GM122731-05,Not specified,Research Grant,Awarded,"$1,106,002.00",NIH RePORTER,2023
U KANSAS COBRE ADMINISTRATIVE CORE,https://reporter.nih.gov/project-details/5P20RR024214-04,Not specified,Research Grant,Awarded,"$383,734.00",NIH RePORTER,2023
HIGH RESOLUTION IMAGING CORE,https://reporter.nih.gov/project-details/5P20RR024214-05,Not specified,Research Grant,Awarded,"$102,638.00",NIH RePORTER,2023
Glomerular Capillary Wall: Development and Disease,https://reporter.nih.gov/project-details/1P01DK065123-01,Not specified,Research Grant,Awarded,"$1,366,825.00",NIH RePORTER,2023
JEOL JEM-1400 Transmission Electron Microscope with AMT-XR611M Digital Camera Sys,https://reporter.nih.gov/project-details/1S10RR027564-01,Not specified,Research Grant,Awarded,"$417,792.00",NIH RePORTER,2023
KANSAS U COBRE MOLECULAR BIOLOGY CORE,https://reporter.nih.gov/project-details/1P20RR024214-01,Not specified,Research Grant,Awarded,"$217,515.00",NIH RePORTER,2023
KANSAS U COBRE TRANSGENIC & GENOTYPING CORE,https://reporter.nih.gov/project-details/1P20RR024214-01,Not specified,Research Grant,Awarded,"$130,509.00",NIH RePORTER,2023
MARC U*STAR PROGRAM-UNIVERSITY OF NORTH DAKOTA,https://reporter.nih.gov/project-details/3T34GM008445-07S1,Not specified,Research Grant,Awarded,"$111,615.00",NIH RePORTER,2023
MARC PROGRAM - UNIVERSITY OF NORTH DAKOTA,https://reporter.nih.gov/project-details/3T34GM008445-04S1,Not specified,Research Grant,Awarded,"$43,200.00",NIH RePORTER,2023
AHJOGUN TO THE BACCALAUREATE DEGREE,https://reporter.nih.gov/project-details/2R25GM050142-02,Not specified,Research Grant,Awarded,"$525,131.00",NIH RePORTER,2023
AH'JO'GUN TO THE BACCALAUREATE DEGREE,https://reporter.nih.gov/project-details/1R25GM050142-01,Not specified,Research Grant,Awarded,"$329,184.00",NIH RePORTER,2023
AH JO GUN TO THE BACCALAUREATE DEGREE,https://reporter.nih.gov/project-details/3R25GM050142-01S1,Not specified,Research Grant,Awarded,"$7,128.00",NIH RePORTER,2023
INSULIN SECRETION AND SENSITIVITY IN GESTATIONAL DIABETES MELLITUS,https://reporter.nih.gov/project-details/5M01RR001032-22,Not specified,Research Grant,Awarded,"$19,867.00",NIH RePORTER,2023
"EFFICACY OF CP 99,994 IN NORMAL SUBJECTS",https://reporter.nih.gov/project-details/2M01RR001032-20,Not specified,Research Grant,Awarded,Not listed,NIH RePORTER,2023
INDUCED MUTATION IN GERMINAL STEM CELLS,https://reporter.nih.gov/project-details/5R01ES003263-02,Not specified,Research Grant,Awarded,"$55,358.00",NIH RePORTER,2023
GRANTS FOR FACULTY DEVELOPMENT IN FAMILY MEDICINE,https://reporter.nih.gov/project-details/2D15PE059028-04,Not specified,Research Grant,Awarded,Not listed,NIH RePORTER,2023
USC SCH OF MED COMPREHENSIVE HLTH PROF PROGRAM,https://reporter.nih.gov/project-details/5D18MB001357-06,Not specified,Research Grant,Awarded,Not listed,NIH RePORTER,2023
TTHE USC MEDICAL SCHOOL COMPREHENSIVE HEALTH PROFESSIONS,https://reporter.nih.gov/project-details/5D18MB001357-02,Not specified,Research Grant,Awarded,Not listed,NIH RePORTER,2023
FACULTY DEVELOPMENT IN FAMILY MEDICINE,https://reporter.nih.gov/project-details/1D15PE053010-01,Not specified,Research Grant,Awarded,Not listed,NIH RePORTER,2023
IMPROVING THE EDUCATIONAL EFFECTIVENESS OF TUMOR BOARDS,https://reporter.nih.gov/project-details/5R01CA046747-02,Not specified,Research Grant,Awarded,"$343,994.00",NIH RePORTER,2023
THE USC MEDICAL SCHOOL COMPREHENSIVE HEALTH PROFESSIONS,https://reporter.nih.gov/project-details/5D18MB001357-03,Not specified,Research Grant,Awarded,Not listed,NIH RePORTER,2023
THE USC COMPREHENSIVE HEALTH PATHWAY PROGRAM,https://reporter.nih.gov/project-details/5D18MB000973-02,Not specified,Research Grant,Awarded,Not listed,NIH RePORTER,2023
STUDY OF DIFFERENTIAL CHLOROPLAST MRNA STABILITY,https://reporter.nih.gov/project-details/5F32GM012951-02,Not specified,Research Grant,Awarded,"$22,700.00",NIH RePORTER,2023
Non-target analysis of maternal and cord blood samples: Advancing computational tools and discovering novel chemicals,https://reporter.nih.gov/project-details/7R00ES032892-05,Not specified,Research Grant,Awarded,"$59,527.00",NIH RePORTER,2023
HETEROCHRONIC MUTANTS IN C ELEGANS,https://reporter.nih.gov/project-details/1F31HD008548-01,Not specified,Research Grant,Awarded,"$16,688.00",NIH RePORTER,2023
Modulation of vascular endothelial alloimmunogenicity by nanoparticle-mediated ge,https://reporter.nih.gov/project-details/5F30AI112218-03,Not specified,Research Grant,Awarded,"$38,706.00",NIH RePORTER,2023
PHYSICIAN SCIENTIST INDIVIDUAL AWARD,https://reporter.nih.gov/project-details/1K11DK001457-01A1,Not specified,Research Grant,Awarded,"$73,284.00",NIH RePORTER,2023
PALLIATIVE CARE FELLOWSHIP,https://reporter.nih.gov/project-details/5R25CA068301-05,Not specified,Research Grant,Awarded,"$62,387.00",NIH RePORTER,2023
IMSD at Columbia's Mailman School of Public Health,https://reporter.nih.gov/project-details/5R25GM062454-12,Not specified,Research Grant,Awarded,"$471,474.00",NIH RePORTER,2023
Core--Training,https://reporter.nih.gov/project-details/1P60MD000206-01,Not specified,Research Grant,Awarded,"$53,548.00",NIH RePORTER,2023
Cancer screening among Latinas and non-Latina whites,https://reporter.nih.gov/project-details/5R03CA107876-02,Not specified,Research Grant,Awarded,"$75,971.00",NIH RePORTER,2023
Cancer screening among Latinas,https://reporter.nih.gov/project-details/1R21CA134247-01A1,Not specified,Research Grant,Awarded,"$176,394.00",NIH RePORTER,2023
ARTHRITIS AMONG LATINOS:  A STUDY BASED ON NATIONAL DATA,https://reporter.nih.gov/project-details/5R03AR046858-03,Not specified,Research Grant,Awarded,"$80,315.00",NIH RePORTER,2023
Age and breast cancer screening among Latina women,https://reporter.nih.gov/project-details/1R03AG021714-01,Not specified,Research Grant,Awarded,"$75,718.00",NIH RePORTER,2023
CANCER RELATED BEHAVIORS AMONG LATINOS AND NON-LATINO WH,https://reporter.nih.gov/project-details/5R03CA081619-02,Not specified,Research Grant,Awarded,"$80,986.00",NIH RePORTER,2023
Lrig interactions with ErbB pathways in the inner ear,https://reporter.nih.gov/project-details/5F31DC008450-03,Not specified,Research Grant,Awarded,"$24,084.00",NIH RePORTER,2023
Hannah's Diversity Supplement grant,https://reporter.nih.gov/project-details/3R01NS119268-04S2,Not specified,Research Grant,Awarded,"$40,129.00",NIH RePORTER,2023
Refining Oxytocin Therapy for Pain: Context is Key,https://reporter.nih.gov/project-details/5R01NS124799-03,Not specified,Research Grant,Awarded,"$432,455.00",NIH RePORTER,2023
Touching on locomotion: an anatomical and functional analysis of spinal cord circuits that shape the way we move,https://reporter.nih.gov/project-details/3R01NS119268-05S1,Not specified,Research Grant,Awarded,"$40,129.00",NIH RePORTER,2023
"Anatomical, physiological, and behavioral correlates of a C-LTMR circuit",https://reporter.nih.gov/project-details/5F32NS077836-03,Not specified,Research Grant,Awarded,"$5,232.00",NIH RePORTER,2023
A new mechanistic and technological framework for uncovering the spinal cord neural systems important for functional recovery after injury,https://reporter.nih.gov/project-details/5K01NS116224-02,Not specified,Research Grant,Awarded,"$245,164.00",NIH RePORTER,2023
Touching on locomotion: Olise Oputa Diversity Supplement_Nov 15,https://reporter.nih.gov/project-details/3R01NS119268-02S2,Not specified,Research Grant,Awarded,"$44,557.00",NIH RePORTER,2023
Spinal Neurons that shape the way we move: diversity supplement for Ms. Gonzalez,https://reporter.nih.gov/project-details/3R01NS119268-01S1,Not specified,Research Grant,Awarded,"$2,933.00",NIH RePORTER,2023
NINDS Diversity Supplement-Ms. Lucero Shorter,https://reporter.nih.gov/project-details/3R01NS124799-02S1,Not specified,Research Grant,Awarded,"$24,357.00",NIH RePORTER,2023
BIOMEDICAL RESEARCH PROGRAM,https://reporter.nih.gov/project-details/5S06RR008033-15,Not specified,Research Grant,Awarded,"$233,561.00",NIH RePORTER,2023
GENERAL INTERNAL MEDICINE AND/OR GENERAL PEDIATRICS,https://reporter.nih.gov/project-details/5D28PE015242-05,Not specified,Research Grant,Awarded,Not listed,NIH RePORTER,2023
Translating from Rats to Humans: A Human Foraging Model of Decision-Making,https://reporter.nih.gov/project-details/1F31DA040335-01,Not specified,Research Grant,Awarded,"$38,875.00",NIH RePORTER,2023
An EEG Study of Reward Processing and Memory Dysfunction in Schizophrenia,https://reporter.nih.gov/project-details/5IK2CX002355-04,Not specified,Research Grant,Awarded,Not listed,NIH RePORTER,2023
Role of Endothelin in Sodium Balance,https://reporter.nih.gov/project-details/1F31HL069742-01,Not specified,Research Grant,Awarded,"$24,734.00",NIH RePORTER,2023
TRANSGENIC MICE AS A MODEL FOR STUDIES ON PATHOGENESIS OF AIDS AND AUTOIMMUNITY,https://reporter.nih.gov/project-details/1Z01DE000471-02,Not specified,Research Grant,Awarded,Not listed,NIH RePORTER,2023
Frederick Animal Health Vet-LIRN Network Capacity Building Project,https://reporter.nih.gov/project-details/1U18FD007389-01,Not specified,Research Grant,Awarded,"$54,809.00",NIH RePORTER,2023
CVM Vet-LIRN Veterinary Diagnostic Laboratory Program,https://reporter.nih.gov/project-details/5U18FD006166-05,Not specified,Research Grant,Awarded,"$27,683.00",NIH RePORTER,2023
CVM Vet-LRN Veterinary Diagnostic Laboratory Program MD Dept of Agriculture- Frederick Animal Health Lab,https://reporter.nih.gov/project-details/5U18FD006166-08,Not specified,Research Grant,Awarded,"$30,278.00",NIH RePORTER,2023
